span_lower	label	doc_freq	doc_perc(%)	term_freq	lemma	snomedid	umls_cui	original_span	span_normalized	filename	filename_positive	filename_certain
ECG	PROCEDIMIENTO	20	10.0	26	ECG			ECG	ECG	32615807B_ES, 32363351_ES, 32617223_ES, 32399449_ES, 32399449-B_ES, 32637266B_ES, 32635747_ES, 32615807A_ES, 32423911_ES, 32267502_ES, 32417987_ES, 32556106_ES, 32360439-D_ES, 32607304_Es, 32611659_ES, 32363336_ES, 32615807C_ES, 32593338_ES, 32360439_ES, 32584431_ES	32615807B_ES, 32363351_ES, 32617223_ES, 32399449_ES, 32399449-B_ES, 32637266B_ES, 32635747_ES, 32615807A_ES, 32423911_ES, 32267502_ES, 32417987_ES, 32360439-D_ES, 32607304_Es, 32611659_ES, 32556106_ES, 32615807C_ES, 32593338_ES, 32360439_ES, 32584431_ES	32615807B_ES, 32363351_ES, 32617223_ES, 32399449_ES, 32399449-B_ES, 32637266B_ES, 32635747_ES, 32615807A_ES, 32423911_ES, 32267502_ES, 32417987_ES, 32556106_ES, 32360439-D_ES, 32607304_Es, 32611659_ES, 32363336_ES, 32615807C_ES, 32593338_ES, 32360439_ES, 32584431_ES
RMN	PROCEDIMIENTO	17	8.5	25	RMN			RMN	RMN	32592761_ES, 32651243_ES, 32644205_ES, 32653906_ES, 32586752_ES, 32399694­­_ES, 32583150B_ES, 32360439-D_ES, 32601756_ES, 32418288_ES, 32605766_ES, 32586958_ES, 32617903B_ES, 32554425_ES, 32593338_ES, 32282027_ES, 32589794_ES	32592761_ES, 32651243_ES, 32644205_ES, 32653906_ES, 32586752_ES, 32399694­­_ES, 32583150B_ES, 32360439-D_ES, 32601756_ES, 32418288_ES, 32605766_ES, 32586958_ES, 32617903B_ES, 32554425_ES, 32593338_ES, 32282027_ES, 32589794_ES	32592761_ES, 32651243_ES, 32644205_ES, 32653906_ES, 32586752_ES, 32399694­­_ES, 32583150B_ES, 32360439-D_ES, 32601756_ES, 32418288_ES, 32605766_ES, 32586958_ES, 32617903B_ES, 32554425_ES, 32593338_ES, 32282027_ES, 32589794_ES
ventilación mecánica	PROCEDIMIENTO	22	11.0	24	ventilación mecánico	25638009		ventilación mecánica	ventilacion mecanica	32617903A_ES, 32247642_ES, 32320556_ES, 32360384_ES, 32399694­­_ES, 32650881_ES, 32622823_ES, 32612465D_ES, 32637437­_ES, 32619736_ES, 32619798_ES, 32631838_ES, 32607564_ES, 32589794_ES, 32363217_ES, 32590725_ES, 32612465C_ES, 32651243_ES, 32360439-B_ES, 32612465B_ES, 32607304_Es, 32639461_ES	32617903A_ES, 32651243_ES, 32320556_ES, 32637437­_ES, 32619736_ES, 32360439-B_ES, 32360384_ES, 32363217_ES, 32399694­­_ES, 32590725_ES, 32631838_ES, 32612465B_ES, 32607304_Es, 32639461_ES, 32612465C_ES, 32650881_ES, 32622823_ES, 32612465D_ES	32617903A_ES, 32247642_ES, 32320556_ES, 32360384_ES, 32399694­­_ES, 32650881_ES, 32622823_ES, 32612465D_ES, 32637437­_ES, 32619736_ES, 32619798_ES, 32631838_ES, 32607564_ES, 32589794_ES, 32363217_ES, 32590725_ES, 32612465C_ES, 32651243_ES, 32360439-B_ES, 32612465B_ES, 32607304_Es, 32639461_ES
electrocardiograma	PROCEDIMIENTO	21	10.5	23	electrocardiograma	29303009	C1623258	electrocardiograma	electrocardiograma	32360384_ES, 32427645_ES, 32402687_ES, 32363336_ES, 3229222_ES, 32650881_ES, 32586778_ES, 32593338_ES, 32360439_ES, 32363351_ES, 32399449_ES, 32636116_ES, 32353183_ES, 32584431_ES, 32277408_ES, 32353183-B_ES, 32423738_ES, 32637266A_ES, 32282027_ES, 32402687-B_ES, 32607304_Es	32360384_ES, 32427645_ES, 32402687_ES, 32363336_ES, 3229222_ES, 32650881_ES, 32586778_ES, 32593338_ES, 32360439_ES, 32363351_ES, 32399449_ES, 32636116_ES, 32353183_ES, 32584431_ES, 32277408_ES, 32353183-B_ES, 32423738_ES, 32637266A_ES, 32282027_ES, 32402687-B_ES, 32607304_Es	32360384_ES, 32427645_ES, 32402687_ES, 32363336_ES, 3229222_ES, 32650881_ES, 32586778_ES, 32593338_ES, 32360439_ES, 32363351_ES, 32399449_ES, 32636116_ES, 32353183_ES, 32584431_ES, 32277408_ES, 32353183-B_ES, 32423738_ES, 32637266A_ES, 32282027_ES, 32402687-B_ES, 32607304_Es
frotis nasofaríngeos	PROCEDIMIENTO	19	9.5	20	frotis nasofaríngeo			frotis nasofaríngeos	frotis nasofaringeos	32073161_ES, 32165205_ES, 32554621_ES, 32277408_ES, 32276139_C_ES, 32267140_ES, 32588185_ES, 32415334_ES, 32427161_ES, 32614251_ES, 32417987_ES, 32245909_ES, 32276139_B_ES, 32615155_ES, 32601756_ES, 32556106_ES, 32276139_ES, 32593338_ES, 32205138_ES	32073161_ES, 32165205_ES, 32554621_ES, 32277408_ES, 32276139_C_ES, 32267140_ES, 32588185_ES, 32415334_ES, 32427161_ES, 32614251_ES, 32417987_ES, 32245909_ES, 32276139_B_ES, 32601756_ES, 32556106_ES, 32276139_ES, 32593338_ES, 32205138_ES	32073161_ES, 32165205_ES, 32554621_ES, 32277408_ES, 32276139_C_ES, 32267140_ES, 32588185_ES, 32415334_ES, 32427161_ES, 32614251_ES, 32417987_ES, 32245909_ES, 32276139_B_ES, 32615155_ES, 32601756_ES, 32556106_ES, 32276139_ES, 32593338_ES, 32205138_ES
exploración neurológica	PROCEDIMIENTO	15	7.5	19	exploración neurológico			exploración neurológica	exploracion neurologica	32651243_ES, 32198834_ES, 32364123_ES, 32653906_ES, 32293714_ES, 32246917_ES, 32417987_ES, 32360439-D_ES, 32601756_ES, 32418288_ES, 32359804_ES, 32639461_ES, 32586958_ES, 32617903B_ES, 32563170_ES	32651243_ES, 32198834_ES, 32364123_ES, 32653906_ES, 32293714_ES, 32246917_ES, 32417987_ES, 32360439-D_ES, 32601756_ES, 32418288_ES, 32359804_ES, 32639461_ES, 32586958_ES, 32617903B_ES, 32563170_ES	32651243_ES, 32198834_ES, 32364123_ES, 32653906_ES, 32293714_ES, 32246917_ES, 32417987_ES, 32360439-D_ES, 32601756_ES, 32418288_ES, 32359804_ES, 32639461_ES, 32586958_ES, 32617903B_ES, 32563170_ES
frotis faríngeo	PROCEDIMIENTO	11	5.5	18	frotis faríngeo			frotis faríngeo	frotis faringeo	32292053_ES, 32238024_ES, 32609542_ES, 32085846_ES, 32399694­­_ES, 32201125_ES, 32428291_ES, 32215898_ES, 32247016_ES, 32278585_ES, 32161941_ES	32292053_ES, 32238024_ES, 32609542_ES, 32085846_ES, 32399694­­_ES, 32201125_ES, 32428291_ES, 32215898_ES, 32247016_ES, 32278585_ES, 32161941_ES	32292053_ES, 32238024_ES, 32609542_ES, 32085846_ES, 32399694­­_ES, 32201125_ES, 32428291_ES, 32215898_ES, 32247016_ES, 32278585_ES, 32161941_ES
TAC craneal	PROCEDIMIENTO	16	8.0	18	TAC craneal			TAC craneal	TAC craneal	32617903A_ES, 32360439-C_ES, 32293714_ES, 32360439-B_ES, 32586752_ES, 32586676_ES, 32417987_ES, 32294340_ES, 32637266A_ES, 32360439-D_ES, 32605766_ES, 32418288_ES, 32426200_ES, 32283294_ES, 32360439_ES, 32583150A_ES	32617903A_ES, 32360439-C_ES, 32293714_ES, 32360439-B_ES, 32586752_ES, 32586676_ES, 32417987_ES, 32294340_ES, 32637266A_ES, 32360439-D_ES, 32605766_ES, 32418288_ES, 32426200_ES, 32283294_ES, 32360439_ES, 32583150A_ES	32617903A_ES, 32360439-C_ES, 32293714_ES, 32360439-B_ES, 32586752_ES, 32586676_ES, 32417987_ES, 32294340_ES, 32637266A_ES, 32360439-D_ES, 32605766_ES, 32418288_ES, 32426200_ES, 32283294_ES, 32360439_ES, 32583150A_ES
hemograma	PROCEDIMIENTO	16	8.0	17	hemograma	43789009	C0200631	hemograma	hemograma	32637086B_ES, 32586958_ES, 32653906_ES, 32609542_ES, 32222713_ES, 32423911_ES, 32359711_ES, 32606105_ES, 32589314_ES, 32607304_Es, 32611659_ES, 32425356_ES, 32292054_ES, 32318729_ES, 32352487_ES, 32631646_ES	32637086B_ES, 32586958_ES, 32653906_ES, 32609542_ES, 32222713_ES, 32423911_ES, 32359711_ES, 32606105_ES, 32589314_ES, 32607304_Es, 32611659_ES, 32425356_ES, 32292054_ES, 32318729_ES, 32352487_ES, 32631646_ES	32637086B_ES, 32586958_ES, 32653906_ES, 32609542_ES, 32222713_ES, 32423911_ES, 32359711_ES, 32606105_ES, 32589314_ES, 32607304_Es, 32611659_ES, 32425356_ES, 32292054_ES, 32318729_ES, 32352487_ES, 32631646_ES
punción lumbar	PROCEDIMIENTO	13	6.5	14	punción lumbar	277762005, 44512002		punción lumbar	puncion lumbar	32399950_ES, 32283294_ES, 32593478_ES, 32293714_ES, 32586958_ES, 32586752_ES, 32594151_ES, 32601756_ES, 32418288_ES, 32605766_ES, 32639461_ES, 32292054_ES, 32318729_ES	32399950_ES, 32283294_ES, 32293714_ES, 32586958_ES, 32586752_ES, 32594151_ES, 32601756_ES, 32418288_ES, 32605766_ES, 32639461_ES, 32292054_ES, 32318729_ES	32399950_ES, 32283294_ES, 32593478_ES, 32293714_ES, 32586958_ES, 32586752_ES, 32594151_ES, 32601756_ES, 32418288_ES, 32605766_ES, 32639461_ES, 32292054_ES, 32318729_ES
gasometría arterial	PROCEDIMIENTO	11	5.5	14	gasometría arterial			gasometría arterial	gasometria arterial	32399451_ES, 32292053_ES, 32277408_ES, 32363336-B_ES, 32412848_ES, 32276139_B_ES, 32607304_Es, 32637086A_ES, 32283294_ES, 32427774_ES, 32275347_ES	32399451_ES, 32292053_ES, 32277408_ES, 32363336-B_ES, 32412848_ES, 32276139_B_ES, 32607304_Es, 32637086A_ES, 32283294_ES, 32427774_ES, 32275347_ES	32399451_ES, 32292053_ES, 32277408_ES, 32363336-B_ES, 32412848_ES, 32276139_B_ES, 32607304_Es, 32637086A_ES, 32283294_ES, 32427774_ES, 32275347_ES
frotis faríngeos	PROCEDIMIENTO	10	5.0	14	frotis faríngeo			frotis faríngeos	frotis faringeos	32179908_ES, 32292904_ES, 32292053_ES, 32119083_ES, 32293714_ES, 32238024_ES, 32208010_ES, 32266524_ES, 32283294_ES, 32161941_ES	32179908_ES, 32292053_ES, 32119083_ES, 32293714_ES, 32238024_ES, 32208010_ES, 32266524_ES, 32283294_ES, 32161941_ES	32179908_ES, 32292904_ES, 32292053_ES, 32119083_ES, 32293714_ES, 32238024_ES, 32208010_ES, 32266524_ES, 32283294_ES, 32161941_ES
prueba de sars-cov-2	PROCEDIMIENTO	12	6.0	13	prueba de sars-cov-2			prueba de SARS-CoV-2	prueba de sarscov2	32639064_ES, 32427161_ES, 32612465D_ES, 32594151_ES, 32614251_ES, 32612465C_ES, 32633439_ES, 32208010_ES, 32612465B_ES, 32283294_ES, 32318729_ES, 32622823_ES	32639064_ES, 32612465D_ES, 32594151_ES, 32614251_ES, 32612465C_ES, 32633439_ES, 32208010_ES, 32612465B_ES, 32283294_ES, 32318729_ES, 32622823_ES	32639064_ES, 32427161_ES, 32612465D_ES, 32594151_ES, 32614251_ES, 32612465C_ES, 32633439_ES, 32208010_ES, 32612465B_ES, 32283294_ES, 32318729_ES, 32622823_ES
intubado	PROCEDIMIENTO	13	6.5	13	intubar	262007003	C0445105	intubado	intubado	32554811_ES, 32617223_ES, 32198834_ES, 32222713_ES, 32612465C_ES, 32637327A_ES, 32590725_ES, 32619798_ES, 32612465B_ES, 32639461_ES, 32617903B_ES, 32594429_ES, 32612465D_ES	32554811_ES, 32617223_ES, 32198834_ES, 32222713_ES, 32612465C_ES, 32637327A_ES, 32590725_ES, 32619798_ES, 32612465B_ES, 32639461_ES, 32617903B_ES, 32594429_ES, 32612465D_ES	32554811_ES, 32617223_ES, 32198834_ES, 32222713_ES, 32612465C_ES, 32637327A_ES, 32590725_ES, 32619798_ES, 32612465B_ES, 32639461_ES, 32617903B_ES, 32594429_ES, 32612465D_ES
ventilación no invasiva	PROCEDIMIENTO	11	5.5	12	ventilación no invasivo	428311008		ventilación no invasiva	ventilacion no invasiva	32589931_ES, 32612465A_ES, 32651243_ES, 32602267_ES, 32245909_ES, 32417987_ES, 32616174_ES, 32615155_ES, 32622819A_ES, 32638347A_ES, 32594429_ES	32589931_ES, 32612465A_ES, 32651243_ES, 32602267_ES, 32245909_ES, 32417987_ES, 32616174_ES, 32615155_ES, 32622819A_ES, 32638347A_ES, 32594429_ES	32589931_ES, 32612465A_ES, 32651243_ES, 32602267_ES, 32245909_ES, 32417987_ES, 32616174_ES, 32615155_ES, 32622819A_ES, 32638347A_ES, 32594429_ES
terapia antivírica	PROCEDIMIENTO	11	5.5	11	terapia antivírico			terapia antivírica	terapia antivirica	32292904_ES, 32247642_ES, 32276139_C_ES, 32293714_ES, 32602610_ES, 32085846_ES, 32417987_ES, 32418288_ES, 32607564_ES, 32584431_ES, 32174057_ES	32292904_ES, 32247642_ES, 32276139_C_ES, 32293714_ES, 32085846_ES, 32417987_ES, 32418288_ES, 32607564_ES, 32584431_ES, 32174057_ES	32292904_ES, 32247642_ES, 32276139_C_ES, 32293714_ES, 32602610_ES, 32085846_ES, 32417987_ES, 32418288_ES, 32607564_ES, 32584431_ES, 32174057_ES
hemodiálisis	PROCEDIMIENTO	5	2.5	11	hemodiálisis	302497006, 27392003		hemodiálisis	hemodialisis	32292904_ES, 32637266B_ES, 32222713_ES, 32412848_ES, 32292867_ES	32412848_ES, 32292904_ES, 32292867_ES, 32222713_ES	32292904_ES, 32637266B_ES, 32222713_ES, 32412848_ES, 32292867_ES
radiografías torácicas	PROCEDIMIENTO	7	3.5	10	radiografía torácico			radiografías torácicas	radiografias toracicas	32179908_ES, 32644205_ES, 32222713_ES, 32586958_ES, 32638890_ES, 32399450_ES, 32250095_ES	32179908_ES, 32644205_ES, 32222713_ES, 32586958_ES, 32638890_ES, 32399450_ES, 32250095_ES	32179908_ES, 32644205_ES, 32222713_ES, 32586958_ES, 32638890_ES, 32399450_ES, 32250095_ES
oxigenoterapia mediante cánula nasal	PROCEDIMIENTO	9	4.5	10	oxigenoterapia mediante cánula nasal			oxigenoterapia mediante cánula nasal	oxigenoterapia mediante canula nasal	32292904_ES, 32292053_ES, 32363336-B_ES, 32412848_ES, 32427774-B_ES, 32363336_ES, 32292054_ES, 32207255_ES, 32427774_ES	32292904_ES, 32292053_ES, 32363336-B_ES, 32412848_ES, 32427774-B_ES, 32363336_ES, 32292054_ES, 32207255_ES, 32427774_ES	32292904_ES, 32292053_ES, 32363336-B_ES, 32412848_ES, 32427774-B_ES, 32363336_ES, 32292054_ES, 32207255_ES, 32427774_ES
cesárea	PROCEDIMIENTO	7	3.5	10	cesárea			cesárea	cesarea	32119083_ES, 32363217_ES, 32637327B_ES, 32363336-B_ES, 32363336_ES, 32161941_ES, 32594429_ES	32119083_ES, 32363217_ES, 32637327B_ES, 32363336-B_ES, 32363336_ES, 32161941_ES, 32594429_ES	32119083_ES, 32363217_ES, 32637327B_ES, 32363336-B_ES, 32363336_ES, 32161941_ES, 32594429_ES
tratamiento antibiótico	PROCEDIMIENTO	9	4.5	9	tratamiento antibiótico			tratamiento antibiótico	tratamiento antibiotico	32073161_ES, 32640066_ES, 32292053_ES, 32196627_ES, 32619736_ES, 32222713_ES, 32594151_ES, 32292867_ES, 32607304_Es	32073161_ES, 32640066_ES, 32292053_ES, 32196627_ES, 32619736_ES, 32222713_ES, 32594151_ES, 32292867_ES, 32607304_Es	32073161_ES, 32640066_ES, 32292053_ES, 32196627_ES, 32619736_ES, 32222713_ES, 32594151_ES, 32292867_ES, 32607304_Es
lavado broncoalveolar	PROCEDIMIENTO	8	4.0	9	lavado broncoalveolar	782971002, 397394009	C1535502, C1535502	lavado broncoalveolar	lavado broncoalveolar	32399451_ES, 32414534_ES, 32554811_ES, 32277408_ES, 32619736_ES, 32622819A_ES, 32607564_ES, 32622819B_ES	32399451_ES, 32414534_ES, 32554811_ES, 32277408_ES, 32619736_ES, 32622819A_ES, 32607564_ES, 32622819B_ES	32399451_ES, 32414534_ES, 32554811_ES, 32277408_ES, 32619736_ES, 32622819A_ES, 32607564_ES, 32622819B_ES
TAC pulmonar	PROCEDIMIENTO	8	4.0	9	TAC pulmonar			TAC pulmonar	TAC pulmonar	32587121_ES, 32073161_ES, 32276139_C_ES, 32428291_ES, 32276139_B_ES, 32617169_ES, 32399950_ES, 32276139_ES	32587121_ES, 32073161_ES, 32276139_C_ES, 32428291_ES, 32276139_B_ES, 32617169_ES, 32399950_ES, 32276139_ES	32587121_ES, 32073161_ES, 32276139_C_ES, 32428291_ES, 32276139_B_ES, 32617169_ES, 32399950_ES, 32276139_ES
prueba de rt-pcr	PROCEDIMIENTO	8	4.0	8	prueba de rt-pcr			prueba de RT-PCR	prueba de rtpcr	32352486_ES, 32641443_ES, 32635747_ES, 32620682_ES, 32292915_ES, 32359804_ES, 32317275_ES, 32329981_ES	32352486_ES, 32641443_ES, 32635747_ES, 32620682_ES, 32292915_ES, 32359804_ES, 32317275_ES, 32329981_ES	32352486_ES, 32641443_ES, 32635747_ES, 32620682_ES, 32292915_ES, 32359804_ES, 32317275_ES, 32329981_ES
gasometría	PROCEDIMIENTO	8	4.0	8	gasometría			gasometría	gasometria	32399451_ES, 32612435_ES, 32363217_ES, 32161941_ES, 32622819A_ES, 32399950_ES, 32351657_ES, 32168162_ES	32399451_ES, 32612435_ES, 32363217_ES, 32161941_ES, 32622819A_ES, 32399950_ES, 32351657_ES, 32168162_ES	32399451_ES, 32612435_ES, 32363217_ES, 32161941_ES, 32622819A_ES, 32399950_ES, 32351657_ES, 32168162_ES
electroencefalograma	PROCEDIMIENTO	8	4.0	8	electroencefalograma	54550000	C0013819	electroencefalograma	electroencefalograma	32414534_ES, 32651243_ES, 32586752_ES, 32586676_ES, 32583150B_ES, 32417987_ES, 32418288_ES, 32589794_ES	32414534_ES, 32651243_ES, 32586752_ES, 32586676_ES, 32583150B_ES, 32417987_ES, 32418288_ES, 32589794_ES	32414534_ES, 32651243_ES, 32586752_ES, 32586676_ES, 32583150B_ES, 32417987_ES, 32418288_ES, 32589794_ES
ecografía pulmonar	PROCEDIMIENTO	4	2.0	8	ecografía pulmonar			ecografía pulmonar	ecografia pulmonar	32399449-B_ES, 32423911_ES, 32399449_ES, 32196627_ES	32399449-B_ES, 32423911_ES, 32399449_ES, 32196627_ES	32399449-B_ES, 32423911_ES, 32399449_ES, 32196627_ES
RMN cerebral	PROCEDIMIENTO	8	4.0	8	RMN cerebral			RMN cerebral	RMN cerebral	32617903A_ES, 32414534_ES, 32612435_ES, 32590204_ES, 32586752_ES, 32639461_ES, 32554425_ES, 32589794_ES	32617903A_ES, 32414534_ES, 32612435_ES, 32590204_ES, 32586752_ES, 32639461_ES, 32554425_ES, 32589794_ES	32617903A_ES, 32414534_ES, 32612435_ES, 32590204_ES, 32586752_ES, 32639461_ES, 32554425_ES, 32589794_ES
RMN cardíaca	PROCEDIMIENTO	6	3.0	8	RMN cardíaco			RMN cardíaca	RMN cardiaca	32635747_ES, 32427645_ES, 32616174_ES, 32556106_ES, 32650881_ES, 32622819B_ES	32635747_ES, 32427645_ES, 32616174_ES, 32556106_ES, 32650881_ES, 32622819B_ES	32635747_ES, 32427645_ES, 32616174_ES, 32556106_ES, 32650881_ES, 32622819B_ES
pulsioximetría	PROCEDIMIENTO	4	2.0	7	pulsioximetría			pulsioximetría	pulsioximetria	32293714_ES, 32205138_ES, 32586958_ES, 32637327A_ES	32293714_ES, 32205138_ES, 32586958_ES, 32637327A_ES	32293714_ES, 32205138_ES, 32586958_ES, 32637327A_ES
pruebas serológicas	PROCEDIMIENTO	5	2.5	7	prueba serológico	68793005		pruebas serológicas	pruebas serologicas	32640066_ES, 32415334_ES, 32427161_ES, 32556106_ES, 32352487_ES	32640066_ES, 32415334_ES, 32427161_ES, 32556106_ES, 32352487_ES	32640066_ES, 32415334_ES, 32427161_ES, 32556106_ES, 32352487_ES
prueba de covid-19	PROCEDIMIENTO	7	3.5	7	prueba de covid-19			prueba de COVID-19	prueba de covid19	32592761_ES, 32222713_ES, 32606105_ES, 32427774-B_ES, 32605766_ES, 32427774_ES, 32294273_ES	32592761_ES, 32222713_ES, 32606105_ES, 32427774-B_ES, 32605766_ES, 32427774_ES, 32294273_ES	32592761_ES, 32222713_ES, 32606105_ES, 32427774-B_ES, 32605766_ES, 32427774_ES, 32294273_ES
ecocardiograma transtorácico	PROCEDIMIENTO	7	3.5	7	ecocardiograma transtorácico	433236007		ecocardiograma transtorácico	ecocardiograma transtoracico	32363351_ES, 32320556_ES, 32267502_ES, 32607304_Es, 32593338_ES, 32586778_ES, 32622819B_ES	32363351_ES, 32320556_ES, 32267502_ES, 32607304_Es, 32593338_ES, 32586778_ES, 32622819B_ES	32363351_ES, 32320556_ES, 32267502_ES, 32607304_Es, 32593338_ES, 32586778_ES, 32622819B_ES
drenaje torácico	PROCEDIMIENTO	5	2.5	7	drenaje torácico	258643002		drenaje torácico	drenaje toracico	32320556_ES, 32602267_ES, 32423911_ES, 32612465B_ES, 32317275_ES	32320556_ES, 32602267_ES, 32423911_ES, 32612465B_ES, 32317275_ES	32320556_ES, 32602267_ES, 32423911_ES, 32612465B_ES, 32317275_ES
diálisis	PROCEDIMIENTO	3	1.5	7	diálisis			diálisis	dialisis	32292904_ES, 32292867_ES, 32222713_ES	32292904_ES, 32292867_ES, 32222713_ES	32292904_ES, 32292867_ES, 32222713_ES
análisis de orina	PROCEDIMIENTO	6	3.0	7	análisis de orina	27171005		análisis de orina	analisis de orina	32587121_ES, 32360439-B_ES, 32417987_ES, 32292867_ES, 32318729_ES, 32360439_ES	32587121_ES, 32360439-B_ES, 32417987_ES, 32292867_ES, 32318729_ES, 32360439_ES	32587121_ES, 32360439-B_ES, 32417987_ES, 32292867_ES, 32318729_ES, 32360439_ES
TAC torácicas	PROCEDIMIENTO	5	2.5	7	TAC torácico			TAC torácicas	TAC toracicas	32292904_ES, 32165205_ES, 32208010_ES, 32278585_ES, 32168162_ES	32292904_ES, 32165205_ES, 32208010_ES, 32278585_ES, 32168162_ES	32292904_ES, 32165205_ES, 32208010_ES, 32278585_ES, 32168162_ES
ventilación mecánica positiva continua	PROCEDIMIENTO	6	3.0	6	ventilación mecánica positivo continuo			ventilación mecánica positiva continua	ventilacion mecanica positiva continua	32557532_ES, 32292053_ES, 32363217_ES, 32427161_ES, 32267502_ES, 32607304_Es	32557532_ES, 32292053_ES, 32363217_ES, 32427161_ES, 32267502_ES, 32607304_Es	32557532_ES, 32292053_ES, 32363217_ES, 32427161_ES, 32267502_ES, 32607304_Es
urocultivos	PROCEDIMIENTO	6	3.0	6	urocultivos	117010004	C0430404	urocultivos	urocultivos	32637437­_ES, 32360439-B_ES, 32417987_ES, 32292867_ES, 32318729_ES, 32360439_ES	32360439-B_ES, 32360439_ES	32637437­_ES, 32360439-B_ES, 32417987_ES, 32292867_ES, 32318729_ES, 32360439_ES
traqueostomía	PROCEDIMIENTO	4	2.0	6	traqueostomía	48387007		traqueostomía	traqueostomia	32620682_ES, 32399694­­_ES, 32426200_ES, 32583150B_ES	32620682_ES, 32399694­­_ES, 32426200_ES, 32583150B_ES	32620682_ES, 32399694­­_ES, 32426200_ES, 32583150B_ES
intubación endotraqueal	PROCEDIMIENTO	6	3.0	6	intubación endotraqueal			intubación endotraqueal	intubacion endotraqueal	32360384_ES, 32399694­­_ES, 32292915_ES, 32607564_ES, 32586778_ES, 32589794_ES	32360384_ES, 32399694­­_ES, 32292915_ES, 32607564_ES, 32586778_ES, 32589794_ES	32360384_ES, 32399694­­_ES, 32292915_ES, 32607564_ES, 32586778_ES, 32589794_ES
esteroides	PROCEDIMIENTO	3	1.5	6	esteroide	112113009, 116566001	C0038317, C0038317, C0301818	esteroides	esteroides	32602267_ES, 32276139_B_ES, 32198834_ES	32602267_ES, 32276139_B_ES, 32198834_ES	32602267_ES, 32276139_B_ES, 32198834_ES
ecografía abdominal	PROCEDIMIENTO	5	2.5	6	ecografía abdominal	241462009		ecografía abdominal	ecografia abdominal	32640066_ES, 32427161_ES, 32636116_ES, 32594151_ES, 32653210_ES	32640066_ES, 32427161_ES, 32636116_ES, 32594151_ES, 32653210_ES	32640066_ES, 32427161_ES, 32636116_ES, 32594151_ES, 32653210_ES
ecocardiografía	PROCEDIMIENTO	6	3.0	6	ecocardiografía	40701008		ecocardiografía	ecocardiografia	32615807B_ES, 32399449_ES, 32265235_ES, 32282027_ES, 3229222_ES, 32275347_ES	32615807B_ES, 32399449_ES, 32265235_ES, 32282027_ES, 3229222_ES, 32275347_ES	32615807B_ES, 32399449_ES, 32265235_ES, 32282027_ES, 3229222_ES, 32275347_ES
angiografía coronaria	PROCEDIMIENTO	5	2.5	6	angiografía coronario	33367005		angiografía coronaria	angiografia coronaria	32363351_ES, 32607304_Es, 32329981_ES, 32650881_ES, 32275347_ES	32363351_ES, 32607304_Es, 32329981_ES, 32650881_ES, 32275347_ES	32363351_ES, 32607304_Es, 32329981_ES, 32650881_ES, 32275347_ES
EEG	PROCEDIMIENTO	4	2.0	6	EEG			EEG	EEG	32589794_ES, 32563170_ES, 32418288_ES, 32583150B_ES	32589794_ES, 32563170_ES, 32418288_ES, 32583150B_ES	32589794_ES, 32563170_ES, 32418288_ES, 32583150B_ES
respiración asistida	PROCEDIMIENTO	5	2.5	5	respiración asistir	266700009		respiración asistida	respiracion asistida	32363217_ES, 32412848_ES, 32292915_ES, 32615155_ES, 32426200_ES	32363217_ES, 32412848_ES, 32292915_ES, 32615155_ES, 32426200_ES	32363217_ES, 32412848_ES, 32292915_ES, 32615155_ES, 32426200_ES
parto vaginal	PROCEDIMIENTO	4	2.0	5	parto vaginal			parto vaginal	parto vaginal	32363336-B_ES, 32590725_ES, 32614251_ES, 32606105_ES	32363336-B_ES, 32590725_ES, 32614251_ES, 32606105_ES	32363336-B_ES, 32590725_ES, 32614251_ES, 32606105_ES
exploración clínica	PROCEDIMIENTO	5	2.5	5	exploración clínico			exploración clínica	exploracion clinica	32399451_ES, 32640066_ES, 32648092A_ES, 32637086A_ES, 32648092C_ES	32399451_ES, 32640066_ES, 32648092A_ES, 32637086A_ES, 32648092C_ES	32399451_ES, 32640066_ES, 32648092A_ES, 32637086A_ES, 32648092C_ES
ecografía	PROCEDIMIENTO	5	2.5	5	ecografía	16310003, 371573008, 359659005, 278292003		ecografía	ecografia	32589931_ES, 32427645_ES, 32618794_ES, 32590725_ES, 32585767_ES	32589931_ES, 32427645_ES, 32618794_ES, 32590725_ES, 32585767_ES	32589931_ES, 32427645_ES, 32618794_ES, 32590725_ES, 32585767_ES
biopsia	PROCEDIMIENTO	5	2.5	5	biopsia	129314006, 86273004	C0005558, C0005558	biopsia	biopsia	32402416­_ES, 32294264_ES, 32222713_ES, 32620682_ES, 32425356_ES	32402416­_ES, 32620682_ES, 32425356_ES, 32222713_ES	32402416­_ES, 32294264_ES, 32222713_ES, 32620682_ES, 32425356_ES
aspirado traqueal	PROCEDIMIENTO	5	2.5	5	aspirar traqueal			aspirado traqueal	aspirado traqueal	32619736_ES, 32412848_ES, 32623310_ES, 32607564_ES, 32589794_ES	32619736_ES, 32412848_ES, 32623310_ES, 32607564_ES, 32589794_ES	32619736_ES, 32412848_ES, 32623310_ES, 32607564_ES, 32589794_ES
angiografía	PROCEDIMIENTO	5	2.5	5	angiografía	77343006		angiografía	angiografia	32651243_ES, 32360439-B_ES, 32648092B_ES, 32353183_ES, 32648092C_ES	32651243_ES, 32360439-B_ES, 32648092B_ES, 32353183_ES, 32648092C_ES	32651243_ES, 32360439-B_ES, 32648092B_ES, 32353183_ES, 32648092C_ES
