span_lower	label	doc_freq	doc_perc(%)	term_freq	lemma	snomedid	umls_cui	original_span	span_normalized	filename	filename_positive	filename_certain
fatiga	SINTOMA	16	8.0	18	fatigar	84229001	C0015672	fatiga	fatiga	32073161_ES, 32363351_ES, 32651243_ES, 32637437­_ES, 32267140_ES, 32085846_ES, 32612435_ES, 32294264_ES, 32267461_ES, 32246917_ES, 32399694­­_ES, 32633439_ES, 32294340_ES, 32032497_ES, 32623310_ES, 32554425_ES	32073161_ES, 32363351_ES, 32651243_ES, 32637437­_ES, 32267140_ES, 32085846_ES, 32612435_ES, 32294264_ES, 32267461_ES, 32246917_ES, 32399694­­_ES, 32294340_ES, 32032497_ES, 32623310_ES, 32554425_ES	32073161_ES, 32363351_ES, 32651243_ES, 32637437­_ES, 32267140_ES, 32085846_ES, 32612435_ES, 32294264_ES, 32267461_ES, 32246917_ES, 32399694­­_ES, 32633439_ES, 32294340_ES, 32032497_ES, 32623310_ES, 32554425_ES
exantema	SINTOMA	14	7.0	18	exantema	112625008, 271807003	C0015230, C0015230	exantema	exantema	32641443_ES, 32640066_ES, 32265235_ES, 32602610_ES, 32636116_ES, 32428291_ES, 32589314_ES, 32292867_ES, 32639461_ES, 32554425_ES, 32584431_ES, 32622819B_ES, 32352487_ES, 32282312_ES	32641443_ES, 32640066_ES, 32265235_ES, 32602610_ES, 32636116_ES, 32428291_ES, 32589314_ES, 32639461_ES, 32554425_ES, 32584431_ES, 32622819B_ES, 32352487_ES, 32282312_ES	32641443_ES, 32640066_ES, 32265235_ES, 32602610_ES, 32636116_ES, 32428291_ES, 32589314_ES, 32292867_ES, 32639461_ES, 32554425_ES, 32584431_ES, 32622819B_ES, 32352487_ES, 32282312_ES
síntomas respiratorios	SINTOMA	17	8.5	17	síntoma respiratorio	161920001		síntomas respiratorios	sintomas respiratorios	32179908_ES, 32639064_ES, 32415334_ES, 32653906_ES, 32588185_ES, 32427161_ES, 32222713_ES, 32586676_ES, 32238024_ES, 32363217_ES, 32623310_ES, 32601756_ES, 32215898_ES, 3229222_ES, 32318729_ES, 32329981_ES, 32563170_ES	32179908_ES, 32415334_ES, 32363217_ES, 32215898_ES, 32563170_ES	32179908_ES, 32639064_ES, 32415334_ES, 32653906_ES, 32588185_ES, 32427161_ES, 32222713_ES, 32586676_ES, 32238024_ES, 32363217_ES, 32623310_ES, 32601756_ES, 32215898_ES, 3229222_ES, 32318729_ES, 32329981_ES, 32563170_ES
hipoxemia	SINTOMA	15	7.5	17	hipoxemia	30869003, 389087006	C0242184, C0700292, C0700292	hipoxemia	hipoxemia	32612465A_ES, 32292904_ES, 32637086B_ES, 32637266B_ES, 32282871_B_ES, 32085846_ES, 32553608­_A_ES, 32612465C_ES, 32611659_ES, 32612465B_ES, 32622819A_ES, 32617903B_ES, 32360439_ES, 32275347_ES, 32612465D_ES	32612465A_ES, 32292904_ES, 32637086B_ES, 32282871_B_ES, 32085846_ES, 32612465C_ES, 32611659_ES, 32612465B_ES, 32622819A_ES, 32617903B_ES, 32360439_ES, 32275347_ES, 32612465D_ES	32612465A_ES, 32292904_ES, 32637086B_ES, 32637266B_ES, 32282871_B_ES, 32085846_ES, 32553608­_A_ES, 32612465C_ES, 32611659_ES, 32612465B_ES, 32622819A_ES, 32617903B_ES, 32360439_ES, 32275347_ES, 32612465D_ES
cefalea	SINTOMA	15	7.5	17	cefalea	25064002	C0018681	cefalea	cefalea	32292904_ES, 32414534_ES, 32588475_ES, 32196627_ES, 32636116_ES, 32267483_ES, 32208010_ES, 32294340_ES, 32412848_ES, 32601756_ES, 32605766_ES, 32639461_ES, 32586958_ES, 32247016_ES, 32611761A_ES	32292904_ES, 32414534_ES, 32588475_ES, 32196627_ES, 32636116_ES, 32267483_ES, 32208010_ES, 32294340_ES, 32412848_ES, 32601756_ES, 32605766_ES, 32639461_ES, 32586958_ES, 32247016_ES, 32611761A_ES	32292904_ES, 32414534_ES, 32588475_ES, 32196627_ES, 32636116_ES, 32267483_ES, 32208010_ES, 32294340_ES, 32412848_ES, 32601756_ES, 32605766_ES, 32639461_ES, 32586958_ES, 32247016_ES, 32611761A_ES
dolor torácico	SINTOMA	16	8.0	16	dolor torácico	161971004		dolor torácico	dolor toracico	32557532_ES, 32073161_ES, 32617223_ES, 32399449_ES, 32635747_ES, 32415334_ES, 32402687_ES, 32246917_ES, 32607304_Es, 32556106_ES, 3229222_ES, 32593338_ES, 32586778_ES, 32584431_ES, 32631646_ES, 32294273_ES	32557532_ES, 32415334_ES, 32402687_ES, 32556106_ES, 3229222_ES, 32593338_ES, 32586778_ES, 32584431_ES, 32631646_ES, 32294273_ES	32557532_ES, 32073161_ES, 32617223_ES, 32399449_ES, 32635747_ES, 32415334_ES, 32402687_ES, 32246917_ES, 32607304_Es, 32556106_ES, 3229222_ES, 32593338_ES, 32586778_ES, 32584431_ES, 32631646_ES, 32294273_ES
anosmia	SINTOMA	13	6.5	15	anosmia	44169009	C0003126	anosmia	anosmia	32414534_ES, 32592761_ES, 32653960_ES, 32618794_ES, 32294264_ES, 32594151_ES, 32606105_ES, 32631838_ES, 32615155_ES, 32611659_ES, 32318729_ES, 32605712_ES, 32589794_ES	32414534_ES, 32592761_ES, 32653960_ES, 32618794_ES, 32294264_ES, 32594151_ES, 32606105_ES, 32631838_ES, 32615155_ES, 32611659_ES, 32318729_ES, 32605712_ES, 32589794_ES	32414534_ES, 32592761_ES, 32653960_ES, 32618794_ES, 32294264_ES, 32594151_ES, 32606105_ES, 32631838_ES, 32615155_ES, 32611659_ES, 32318729_ES, 32605712_ES, 32589794_ES
afebril	SINTOMA	13	6.5	15	afebril			afebril	afebril	32247642_ES, 32639064_ES, 32631645_ES, 32640066_ES, 32415334_ES, 32637327B_ES, 32594151_ES, 32633439_ES, 32606105_ES, 32294340_ES, 32605766_ES, 32161941_ES, 32205138_ES	32247642_ES, 32639064_ES, 32631645_ES, 32640066_ES, 32415334_ES, 32637327B_ES, 32594151_ES, 32633439_ES, 32606105_ES, 32294340_ES, 32605766_ES, 32161941_ES, 32205138_ES	32247642_ES, 32639064_ES, 32631645_ES, 32640066_ES, 32415334_ES, 32637327B_ES, 32594151_ES, 32633439_ES, 32606105_ES, 32294340_ES, 32605766_ES, 32161941_ES, 32205138_ES
rinorrea	SINTOMA	11	5.5	14	rinorrea	6696001, 64531003, 397811005	C1260880, C1260880, C1260880	rinorrea	rinorrea	32179908_ES, 32073161_ES, 32238024_ES, 32265235_ES, 32423738_ES, 32269194_ES, 32267483_ES, 32601756_ES, 32426200_ES, 32276139_ES, 32294258_ES	32179908_ES, 32073161_ES, 32423738_ES, 32601756_ES, 32426200_ES, 32276139_ES, 32294258_ES	32179908_ES, 32073161_ES, 32238024_ES, 32265235_ES, 32423738_ES, 32269194_ES, 32267483_ES, 32601756_ES, 32426200_ES, 32276139_ES, 32294258_ES
desorientación	SINTOMA	9	4.5	14	desorientación	62476001	C0233407	desorientación	desorientacion	32414534_ES, 32612435_ES, 32586752_ES, 32292867_ES, 32418288_ES, 32426200_ES, 32283294_ES, 32563170_ES, 32611761A_ES	32414534_ES, 32612435_ES, 32586752_ES, 32292867_ES, 32418288_ES, 32426200_ES, 32283294_ES, 32563170_ES, 32611761A_ES	32414534_ES, 32612435_ES, 32586752_ES, 32292867_ES, 32418288_ES, 32426200_ES, 32283294_ES, 32563170_ES, 32611761A_ES
congestión nasal	SINTOMA	13	6.5	14	congestión nasal	68235000		congestión nasal	congestion nasal	32292904_ES, 32073161_ES, 32641443_ES, 32320556_ES, 32637266B_ES, 32586958_ES, 32586752_ES, 32294264_ES, 32269194_ES, 32208010_ES, 32606105_ES, 32292054_ES, 32276139_ES	32292904_ES, 32073161_ES, 32641443_ES, 32320556_ES, 32637266B_ES, 32586752_ES, 32294264_ES, 32269194_ES, 32208010_ES, 32606105_ES, 32586958_ES, 32276139_ES	32292904_ES, 32073161_ES, 32641443_ES, 32320556_ES, 32637266B_ES, 32586958_ES, 32586752_ES, 32294264_ES, 32269194_ES, 32208010_ES, 32606105_ES, 32292054_ES, 32276139_ES
ageusia	SINTOMA	11	5.5	14	ageusia	36955009	C2364111	ageusia	ageusia	32414534_ES, 32653960_ES, 32294264_ES, 32594151_ES, 32606105_ES, 32631838_ES, 32615155_ES, 32611659_ES, 32585767_ES, 32318729_ES, 32638347C_ES	32414534_ES, 32653960_ES, 32294264_ES, 32594151_ES, 32606105_ES, 32631838_ES, 32615155_ES, 32611659_ES, 32318729_ES, 32638347C_ES	32414534_ES, 32653960_ES, 32294264_ES, 32594151_ES, 32606105_ES, 32631838_ES, 32615155_ES, 32611659_ES, 32585767_ES, 32318729_ES, 32638347C_ES
leucocitopenia	SINTOMA	10	5.0	13	leucocitopenia			leucocitopenia	leucocitopenia	32631770_ES, 32363351_ES, 32639064_ES, 32238024_ES, 32360439-B_ES, 32427645_ES, 32636116_ES, 32601756_ES, 32318729_ES, 32360439_ES	32631770_ES, 32363351_ES, 32639064_ES, 32360439-B_ES, 32427645_ES, 32636116_ES, 32601756_ES, 32318729_ES, 32360439_ES	32631770_ES, 32363351_ES, 32639064_ES, 32238024_ES, 32360439-B_ES, 32427645_ES, 32636116_ES, 32601756_ES, 32318729_ES, 32360439_ES
dolor abdominal	SINTOMA	12	6.0	13	dolor abdominal	21522001	C0000737	dolor abdominal	dolor abdominal	32402416­_ES, 32639064_ES, 32640066_ES, 32617223_ES, 32588475_ES, 32427161_ES, 32353183-B_ES, 32633439_ES, 32639461_ES, 32424482_ES, 32583150A_ES, 32622823_ES	32402416­_ES, 32640066_ES, 32588475_ES, 32427161_ES, 32353183-B_ES, 32639461_ES, 32424482_ES, 32583150A_ES	32402416­_ES, 32639064_ES, 32640066_ES, 32617223_ES, 32588475_ES, 32427161_ES, 32353183-B_ES, 32633439_ES, 32639461_ES, 32424482_ES, 32583150A_ES, 32622823_ES
hipertermia	SINTOMA	11	5.5	12	hipertermia	50177009	C0015967	hipertermia	hipertermia	32640066_ES, 32637086B_ES, 32593478_ES, 32201125_ES, 32032497_ES, 32215898_ES, 32648092B_ES, 32639461_ES, 32207255_ES, 32638347A_ES, 32648092C_ES	32640066_ES, 32637086B_ES, 32593478_ES, 32201125_ES, 32032497_ES, 32215898_ES, 32648092B_ES, 32639461_ES, 32207255_ES, 32638347A_ES, 32648092C_ES	32640066_ES, 32637086B_ES, 32593478_ES, 32201125_ES, 32032497_ES, 32215898_ES, 32648092B_ES, 32639461_ES, 32207255_ES, 32638347A_ES, 32648092C_ES
febrícula	SINTOMA	11	5.5	12	febrícula			febrícula	febricula	32073161_ES, 32631645_ES, 32637086A_ES, 32363217_ES, 32222713_ES, 32423738_ES, 32417987_ES, 32399950_ES, 32653210_ES, 32428291-B_ES, 32294258_ES	32073161_ES, 32631645_ES, 32363217_ES, 32222713_ES, 32423738_ES, 32417987_ES, 32399950_ES, 32653210_ES, 32428291-B_ES, 32294258_ES	32073161_ES, 32631645_ES, 32637086A_ES, 32363217_ES, 32222713_ES, 32423738_ES, 32417987_ES, 32399950_ES, 32653210_ES, 32428291-B_ES, 32294258_ES
dificultad respiratoria	SINTOMA	11	5.5	12	dificultad respiratorio	49233005	C0013404, C0553668	dificultad respiratoria	dificultad respiratoria	32587121_ES, 32401344_ES, 32317275_ES, 32363217_ES, 32427161_ES, 32423738_ES, 32631838_ES, 32292054_ES, 32318729_ES, 32399450_ES, 32360439_ES	32401344_ES, 32363217_ES, 32423738_ES, 32317275_ES, 32360439_ES	32587121_ES, 32401344_ES, 32317275_ES, 32363217_ES, 32427161_ES, 32423738_ES, 32631838_ES, 32292054_ES, 32318729_ES, 32399450_ES, 32360439_ES
dificultad respiratoria aguda	SINTOMA	10	5.0	10	dificultad respiratorio agudo	13474005, 111281007	C0264493, C0748355	dificultad respiratoria aguda	dificultad respiratoria aguda	32399451_ES, 32222713_ES, 32359711_ES, 32292915_ES, 32605766_ES, 32607304_Es, 32623310_ES, 32639461_ES, 32207255_ES, 32593338_ES	32399451_ES, 32222713_ES, 32359711_ES, 32292915_ES, 32605766_ES, 32607304_Es, 32623310_ES, 32639461_ES, 32207255_ES, 32593338_ES	32399451_ES, 32222713_ES, 32359711_ES, 32292915_ES, 32605766_ES, 32607304_Es, 32623310_ES, 32639461_ES, 32207255_ES, 32593338_ES
cansancio	SINTOMA	10	5.0	10	cansancio	257408008	C0475255	cansancio	cansancio	32352486_ES, 32427645_ES, 32201125_ES, 32428291_ES, 32425356_ES, 32607304_Es, 32215898_ES, 32639461_ES, 32428291-B_ES, 32427774_ES	32352486_ES, 32427645_ES, 32201125_ES, 32428291_ES, 32425356_ES, 32607304_Es, 32215898_ES, 32639461_ES, 32428291-B_ES, 32427774_ES	32352486_ES, 32427645_ES, 32201125_ES, 32428291_ES, 32425356_ES, 32607304_Es, 32215898_ES, 32639461_ES, 32428291-B_ES, 32427774_ES
astenia	SINTOMA	10	5.0	10	astenia	13791008	C0004093, C3714552	astenia	astenia	32589931_ES, 32653960_ES, 32402687-B_ES, 32196627_ES, 32401344_ES, 32246917_ES, 32631838_ES, 32418288_ES, 32648092B_ES, 32638347C_ES	32589931_ES, 32653960_ES, 32402687-B_ES, 32196627_ES, 32401344_ES, 32246917_ES, 32631838_ES, 32418288_ES, 32648092B_ES, 32638347C_ES	32589931_ES, 32653960_ES, 32402687-B_ES, 32196627_ES, 32401344_ES, 32246917_ES, 32631838_ES, 32418288_ES, 32648092B_ES, 32638347C_ES
malestar general	SINTOMA	9	4.5	9	malestar general	367391008	C0231218	malestar general	malestar general	32399449_ES, 32353183_ES, 32586778_ES, 32612435_ES, 32222713_ES, 32412848_ES, 32215898_ES, 32250095_ES, 32205138_ES	32399449_ES, 32353183_ES, 32586778_ES, 32612435_ES, 32222713_ES, 32412848_ES, 32215898_ES, 32250095_ES, 32205138_ES	32399449_ES, 32353183_ES, 32586778_ES, 32612435_ES, 32222713_ES, 32412848_ES, 32215898_ES, 32250095_ES, 32205138_ES
malestar	SINTOMA	8	4.0	9	malestar	12532009	C0231218	malestar	malestar	32557532_ES, 32587121_ES, 32292904_ES, 32644205_ES, 32617223_ES, 32637437­_ES, 32622819A_ES, 32622819B_ES	32557532_ES, 32587121_ES, 32292904_ES, 32644205_ES, 32617223_ES, 32637437­_ES, 32622819A_ES, 32622819B_ES	32557532_ES, 32587121_ES, 32292904_ES, 32644205_ES, 32617223_ES, 32637437­_ES, 32622819A_ES, 32622819B_ES
fumador	SINTOMA	9	4.5	9	fumador	77176002	C0337664	fumador	fumador	32587121_ES, 32073161_ES, 32617903A_ES, 32617223_ES, 32267140_ES, 32423911_ES, 32292915_ES, 32617903B_ES, 32205138_ES	32587121_ES, 32073161_ES, 32423911_ES	32587121_ES, 32073161_ES, 32617903A_ES, 32617223_ES, 32267140_ES, 32423911_ES, 32292915_ES, 32617903B_ES, 32205138_ES
febril	SINTOMA	9	4.5	9	febril	248425001	C0015967	febril	febril	32612465A_ES, 32414534_ES, 32641443_ES, 32586752_ES, 32222713_ES, 32620682_ES, 32607304_Es, 32586958_ES, 32612465D_ES	32612465A_ES, 32414534_ES, 32641443_ES, 32586752_ES, 32222713_ES, 32620682_ES, 32607304_Es, 32586958_ES, 32612465D_ES	32612465A_ES, 32414534_ES, 32641443_ES, 32586752_ES, 32222713_ES, 32620682_ES, 32607304_Es, 32586958_ES, 32612465D_ES
mareo	SINTOMA	6	3.0	8	mareo	404640003, 69096003	C0012833, C0012833, C0220870	mareo	mareo	32073161_ES, 32265235_ES, 32208010_ES, 32359711_ES, 32586958_ES, 32563170_ES	32073161_ES, 32265235_ES, 32208010_ES, 32359711_ES, 32586958_ES, 32563170_ES	32073161_ES, 32265235_ES, 32208010_ES, 32359711_ES, 32586958_ES, 32563170_ES
hipotensión	SINTOMA	7	3.5	8	hipotensión	45007003		hipotensión	hipotension	32587121_ES, 32320556_ES, 32640066_ES, 32427645_ES, 32427161_ES, 32426200_ES, 32638890_ES	32587121_ES, 32320556_ES, 32640066_ES, 32427645_ES, 32427161_ES, 32426200_ES, 32638890_ES	32587121_ES, 32320556_ES, 32640066_ES, 32427645_ES, 32427161_ES, 32426200_ES, 32638890_ES
tos productiva	SINTOMA	6	3.0	7	tos productivo	28743005	C0239134	tos productiva	tos productiva	32179908_ES, 32073161_ES, 32363351_ES, 32198834_ES, 32650881_ES, 32205138_ES	32179908_ES, 32073161_ES, 32363351_ES, 32198834_ES, 32650881_ES, 32205138_ES	32179908_ES, 32073161_ES, 32363351_ES, 32198834_ES, 32650881_ES, 32205138_ES
taquicardia	SINTOMA	7	3.5	7	taquicardia	3424008	C0039231	taquicardia	taquicardia	32179908_ES, 32320556_ES, 32637086B_ES, 32360384_ES, 32606105_ES, 32363336_ES, 32353183_ES	32179908_ES, 32320556_ES, 32637086B_ES, 32360384_ES, 32606105_ES, 32363336_ES, 32353183_ES	32179908_ES, 32320556_ES, 32637086B_ES, 32360384_ES, 32606105_ES, 32363336_ES, 32353183_ES
irritación de garganta	SINTOMA	7	3.5	7	irritación de garganta	162400007		irritación de garganta	irritacion de garganta	32073161_ES, 32238024_ES, 32586752_ES, 32636116_ES, 32639461_ES, 32294258_ES, 32250095_ES	32586752_ES, 32636116_ES, 32639461_ES	32073161_ES, 32238024_ES, 32586752_ES, 32636116_ES, 32639461_ES, 32294258_ES, 32250095_ES
dolor	SINTOMA	6	3.0	7	dolor	22253000	C0030193	dolor	dolor	32589931_ES, 32247642_ES, 32631645_ES, 32602610_ES, 32426200_ES, 32593338_ES	32589931_ES, 32247642_ES, 32631645_ES, 32602610_ES, 32426200_ES, 32593338_ES	32589931_ES, 32247642_ES, 32631645_ES, 32602610_ES, 32426200_ES, 32593338_ES
disfagia	SINTOMA	6	3.0	7	disfagia	40739000, 88275004	C0011168, C0232520	disfagia	disfagia	32414534_ES, 32364123_ES, 32588185_ES, 32623310_ES, 32359804_ES, 32161941_ES	32414534_ES, 32364123_ES, 32588185_ES, 32623310_ES, 32161941_ES	32414534_ES, 32364123_ES, 32588185_ES, 32623310_ES, 32359804_ES, 32161941_ES
debilidad	SINTOMA	7	3.5	7	debilidad	248279007, 13791008	C0004093, C0424594, C3714552	debilidad	debilidad	32617903A_ES, 32592761_ES, 32653906_ES, 32427774-B_ES, 32605766_ES, 32399450_ES, 32275347_ES	32617903A_ES, 32592761_ES, 32653906_ES, 32427774-B_ES, 32605766_ES, 32399450_ES, 32275347_ES	32617903A_ES, 32592761_ES, 32653906_ES, 32427774-B_ES, 32605766_ES, 32399450_ES, 32275347_ES
aumento de proteína c-reactiva	SINTOMA	7	3.5	7	aumento de proteína c-reactivo			aumento de proteína C-reactiva	aumento de proteina creactiva	32414534_ES, 32640066_ES, 32602267_ES, 32427645_ES, 32601756_ES, 32215898_ES, 32554621_ES	32414534_ES, 32640066_ES, 32602267_ES, 32427645_ES, 32601756_ES, 32215898_ES, 32554621_ES	32414534_ES, 32640066_ES, 32602267_ES, 32427645_ES, 32601756_ES, 32215898_ES, 32554621_ES
leucocitosis	SINTOMA	6	3.0	6	leucocitosis	111583006, 414478003	C0023518, C0750426	leucocitosis	leucocitosis	32238024_ES, 32412848_ES, 3229222_ES, 32353183_ES, 32584431_ES, 32622819B_ES	32412848_ES, 3229222_ES, 32353183_ES, 32584431_ES, 32622819B_ES	32238024_ES, 32412848_ES, 3229222_ES, 32353183_ES, 32584431_ES, 32622819B_ES
expectoración	SINTOMA	6	3.0	6	expectoración	12405001, 45710003		expectoración	expectoracion	32232784_ES, 32292053_ES, 32269194_ES, 32359711_ES, 32282027_ES, 32161941_ES	32232784_ES, 32282027_ES, 32269194_ES, 32359711_ES	32232784_ES, 32292053_ES, 32269194_ES, 32359711_ES, 32282027_ES, 32161941_ES
aumento de la proteína c-reactiva	SINTOMA	6	3.0	6	aumento de el proteína c-reactivo			aumento de la proteína C-reactiva	aumento de la proteina creactiva	32267140_ES, 32423911_ES, 32554621_ES, 32351657_ES, 32250095_ES, 32594429_ES	32267140_ES, 32423911_ES, 32554621_ES, 32351657_ES, 32250095_ES, 32594429_ES	32267140_ES, 32423911_ES, 32554621_ES, 32351657_ES, 32250095_ES, 32594429_ES
letargia	SINTOMA	5	2.5	5	letargia	52663000	C0023380	letargia	letargia	32073161_ES, 32639064_ES, 32293714_ES, 32282871_B_ES, 32563170_ES	32073161_ES, 32639064_ES, 32293714_ES, 32282871_B_ES, 32563170_ES	32073161_ES, 32639064_ES, 32293714_ES, 32282871_B_ES, 32563170_ES
insomnio	SINTOMA	3	1.5	5	insomnio	193462001, 270478005, 62577008	C0424566, C0917801, C0917801, C0917801	insomnio	insomnio	32293714_ES, 32605766_ES, 32399450_ES	32293714_ES, 32605766_ES, 32399450_ES	32293714_ES, 32605766_ES, 32399450_ES
eritema	SINTOMA	5	2.5	5	eritema	70819003, 247441003	C0041834, C0041834	eritema	eritema	32631770_ES, 32589314_ES, 32292867_ES, 32585767_ES, 32584431_ES	32589314_ES, 32584431_ES, 32585767_ES	32631770_ES, 32589314_ES, 32292867_ES, 32585767_ES, 32584431_ES
tos no productiva	SINTOMA	4	2.0	4	tos no productivo	11833005, 409596002	C0850149, C0850149	tos no productiva	tos no productiva	32292904_ES, 32611659_ES, 32622819A_ES, 32622823_ES	32292904_ES, 32611659_ES, 32622819A_ES, 32622823_ES	32292904_ES, 32611659_ES, 32622819A_ES, 32622823_ES
somnoliento	SINTOMA	4	2.0	4	somnoliento	284091004	C0013144	somnoliento	somnoliento	32554425_ES, 32590204_ES, 32637266B_ES, 32589794_ES	32554425_ES, 32590204_ES, 32637266B_ES, 32589794_ES	32554425_ES, 32590204_ES, 32637266B_ES, 32589794_ES
sibilancias	SINTOMA	3	1.5	4	sibilancia	56018004	C0043144, C0392681	sibilancias	sibilancias	32553608­_A_ES, 32607304_Es, 32292053_ES	32607304_Es, 32292053_ES	32553608­_A_ES, 32607304_Es, 32292053_ES
orientado	SINTOMA	4	2.0	4	orientar	247663003	C0424013	orientado	orientado	32293714_ES, 32587121_ES, 32605766_ES, 32593478_ES	32293714_ES, 32587121_ES, 32605766_ES, 32593478_ES	32293714_ES, 32587121_ES, 32605766_ES, 32593478_ES
opresión torácica	SINTOMA	3	1.5	4	opresión torácico	23924001		opresión torácica	opresion toracica	32207255_ES, 32073161_ES, 32165205_ES	32207255_ES, 32073161_ES, 32165205_ES	32207255_ES, 32073161_ES, 32165205_ES
mialgias	SINTOMA	4	2.0	4	mialgia	68962001	C0231528	mialgias	mialgias	32293714_ES, 32292915_ES, 32294264_ES, 32635747_ES	32293714_ES, 32292915_ES, 32294264_ES, 32635747_ES	32293714_ES, 32292915_ES, 32294264_ES, 32635747_ES
irritabilidad	SINTOMA	4	2.0	4	irritabilidad	55929007	C0022107	irritabilidad	irritabilidad	32293714_ES, 32265235_ES, 32418288_ES, 32423738_ES	32293714_ES, 32265235_ES, 32418288_ES, 32423738_ES	32293714_ES, 32265235_ES, 32418288_ES, 32423738_ES
dolor epigástrico	SINTOMA	4	2.0	4	dolor epigástrico	79922009		dolor epigástrico	dolor epigastrico	32562891_ES, 32607304_Es, 32593478_ES, 32622823_ES	32562891_ES, 32607304_Es, 32593478_ES, 32622823_ES	32562891_ES, 32607304_Es, 32593478_ES, 32622823_ES
deterioro hemodinámico	SINTOMA	2	1.0	4	deterioro hemodinámico			deterioro hemodinámico	deterioro hemodinamico	3229222_ES, 32586778_ES	3229222_ES, 32586778_ES	3229222_ES, 32586778_ES
congestión	SINTOMA	4	2.0	4	congestión	85804007		congestión	congestion	32292054_ES, 32265235_ES, 32426200_ES, 32606105_ES	32292054_ES, 32426200_ES, 32606105_ES	32292054_ES, 32265235_ES, 32426200_ES, 32606105_ES
cardiomegalia	SINTOMA	4	2.0	4	cardiomegalia	8186001	C0018800, C1383860, C2733397	cardiomegalia	cardiomegalia	32282027_ES, 32607304_Es, 32636116_ES, 32423738_ES	32282027_ES, 32607304_Es, 32636116_ES, 32423738_ES	32282027_ES, 32607304_Es, 32636116_ES, 32423738_ES
artralgia	SINTOMA	4	2.0	4	artralgia	57676002	C0003862	artralgia	artralgia	32587121_ES, 32553608­_A_ES, 32588475_ES, 32294273_ES	32587121_ES, 32553608­_A_ES, 32588475_ES, 32294273_ES	32587121_ES, 32553608­_A_ES, 32588475_ES, 32294273_ES
anorexia	SINTOMA	4	2.0	4	anorexia	79890006	C1971624	anorexia	anorexia	32282871_ES, 32276139_B_ES, 32653960_ES, 32586752_ES	32282871_ES, 32276139_B_ES, 32653960_ES, 32586752_ES	32282871_ES, 32276139_B_ES, 32653960_ES, 32586752_ES
anasarca	SINTOMA	3	1.5	4	anasarca	16740003, 442433009	C0151603, C0151603	anasarca	anasarca	32589931_ES, 32622483_ES, 32622823_ES	32589931_ES, 32622483_ES, 32622823_ES	32589931_ES, 32622483_ES, 32622823_ES
alteración del estado mental	SINTOMA	3	1.5	4	alteración de+el estado mental	704426000		alteración del estado mental	alteracion del estado mental	32554423_ES, 32360439_ES, 32360439-C_ES	32554423_ES, 32360439_ES, 32360439-C_ES	32554423_ES, 32360439_ES, 32360439-C_ES
alteración de la conciencia	SINTOMA	4	2.0	4	alteración de el conciencia	3006004		alteración de la conciencia	alteracion de la conciencia	32283294_ES, 32414534_ES, 32418288_ES, 32637266B_ES	32414534_ES, 32418288_ES, 32637266B_ES	32283294_ES, 32414534_ES, 32418288_ES, 32637266B_ES
alteraciones electrolíticas	SINTOMA	4	2.0	4	alteración electrolítico			alteraciones electrolíticas	alteraciones electroliticas	32615807B_ES, 32615807C_ES, 32292867_ES, 32615807A_ES	32292867_ES	32615807B_ES, 32615807C_ES, 32292867_ES, 32615807A_ES
trombocitopenia	SINTOMA	3	1.5	3	trombocitopenia	70786006, 302215000, 415116008	C0040034, C0040034, C0040034, C0392386	trombocitopenia	trombocitopenia	32651243_ES, 32636116_ES, 32198834_ES	32651243_ES, 32636116_ES, 32198834_ES	32651243_ES, 32636116_ES, 32198834_ES
síntomas respiratorios leves	SINTOMA	3	1.5	3	síntoma respiratorio leve			síntomas respiratorios leves	sintomas respiratorios leves	32589931_ES, 32427161_ES, 32554423_ES	32589931_ES, 32427161_ES, 32554423_ES	32589931_ES, 32427161_ES, 32554423_ES
síntomas gastrointestinales	SINTOMA	3	1.5	3	síntoma gastrointestinal	251381007		síntomas gastrointestinales	sintomas gastrointestinales	32222713_ES, 32198834_ES, 32399950_ES	32222713_ES	32222713_ES, 32198834_ES, 32399950_ES
sudoración	SINTOMA	3	1.5	3	sudoración	415690000, 79258007		sudoración	sudoracion	32607304_Es, 32617223_ES, 32606105_ES	32617223_ES, 32606105_ES	32607304_Es, 32617223_ES, 32606105_ES
ritmo sinusal	SINTOMA	3	1.5	3	ritmo sinusal	251150006, 106067008	C0232201, C0232201	ritmo sinusal	ritmo sinusal	32402687_ES, 32353183-B_ES, 32402687-B_ES	32402687_ES, 32353183-B_ES, 32402687-B_ES	32402687_ES, 32353183-B_ES, 32402687-B_ES
rigidez	SINTOMA	3	1.5	3	rigidez	271587009	C0427008	rigidez	rigidez	32414534_ES, 32417987_ES, 32653960_ES	32414534_ES, 32417987_ES, 32653960_ES	32414534_ES, 32417987_ES, 32653960_ES
parestesia	SINTOMA	3	1.5	3	parestesia	91019004	C0030554	parestesia	parestesia	32586958_ES, 32601756_ES, 32592761_ES	32586958_ES, 32601756_ES, 32592761_ES	32586958_ES, 32601756_ES, 32592761_ES
oliguria	SINTOMA	3	1.5	3	oliguria	83128009	C0028961	oliguria	oliguria	32179908_ES, 32427645_ES, 32622483_ES	32427645_ES, 32622483_ES	32179908_ES, 32427645_ES, 32622483_ES
