span_lower	label	doc_freq	doc_perc(%)	term_freq	lemma	snomedid	umls_cui	original_span	span_normalized	filename
infeccion por covid19	ENFERMEDAD	12	6.0	15	infección por covid19			infección por COVID-19	infección por covid19	32267461_ES, 32637266B_ES, 32554425_ES, 32623310_ES, 32423738_ES, 32363351_ES, 32174057_ES, 32292904_ES, 32399694­­_ES, 32653960_ES, 32363336-B_ES, 32423911_ES
sarscov2	ENFERMEDAD	12	6.0	13	sarscov2			SARS-CoV-2	sarscov2	32601756_ES, 32415334_ES, 32267140_ES, 32639461_ES, 32635747_ES, 32615155_ES, 32401344_ES, 32607564_ES, 32622483_ES, 32637086A_ES, 32653906_ES, 32245909_ES
infeccion	ENFERMEDAD	13	6.5	13	infección			infección	infección	32589314_ES, 32277408_ES, 32593478_ES, 32588185_ES, 32318729_ES, 32594429_ES, 32294258_ES, 32638347C_ES, 32606044_ES, 32351657_ES, 32399451_ES, 32639064_ES, 32265235_ES
diabetes mellitus	ENFERMEDAD	13	6.5	13	diabetes mellitus	73211009	C0011849	diabetes mellitus	diabetes mellitus	32611659_ES, 32638347B_ES, 32623310_ES, 32638347A_ES, 32612465B_ES, 32612465A_ES, 32589794_ES, 32399450_ES, 32637266A_ES, 32631838_ES, 32399451_ES, 32653960_ES, 32648092B_ES
anosmia	ENFERMEDAD	11	5.5	13	anosmia	44169009	C0003126	anosmia	anosmia	32594151_ES, 32294264_ES, 32592761_ES, 32318729_ES, 32605712_ES, 32615155_ES, 32606105_ES, 32631838_ES, 32611659_ES, 32653960_ES, 32589794_ES
sindrome de dificultad respiratoria aguda	ENFERMEDAD	12	6.0	12	síndrome de dificultad respiratorio agudo			síndrome de dificultad respiratoria aguda	síndrome de dificultad respiratoria aguda	32639461_ES, 32085846_ES, 32593338_ES, 32617169_ES, 32292915_ES, 32359711_ES, 32207255_ES, 32363351_ES, 32399451_ES, 32426200_ES, 32607304_Es, 32222713_ES
lesion renal aguda	ENFERMEDAD	10	5.0	12	lesión renal agudo			lesión renal aguda	lesión renal aguda	32612465D_ES, 32617903B_ES, 32292867_ES, 32637266B_ES, 32612465B_ES, 32359711_ES, 32637266A_ES, 32617903A_ES, 32426200_ES, 32620682_ES
derrame pericardico	ENFERMEDAD	10	5.0	12	derrame pericárdico			derrame pericárdico	derrame pericárdico	32277408_ES, 32427645_ES, 32635747_ES, 32593338_ES, 32622823_ES, 32267502_ES, 32631645_ES, 32584431_ES, 3229222_ES, 32265235_ES
neumonia virica	ENFERMEDAD	9	4.5	11	neumonía vírico			neumonía vírica	neumonía vírica	32277408_ES, 32412848_ES, 32292053_ES, 32208010_ES, 32612435_ES, 32402687_ES, 32590725_ES, 32161941_ES, 32402687-B_ES
insuficiencia respiratoria	ENFERMEDAD	11	5.5	11	insuficiencia respiratorio	409623005, 51395007, 297107002	C0035229, C0035229, C0035229	insuficiencia respiratoria	insuficiencia respiratoria	32616174_ES, 32174057_ES, 32250095_ES, 32594429_ES, 32638347A_ES, 32612465A_ES, 32583150B_ES, 32617903A_ES, 32606105_ES, 32198834_ES, 32399694­­_ES
hipotension	ENFERMEDAD	10	5.0	11	hipotensión			hipotensión	hipotensión	32640066_ES, 32360384_ES, 32589931_ES, 32320556_ES, 32622483_ES, 32617223_ES, 32426200_ES, 32427161_ES, 32638890_ES, 32275347_ES
diabetes	ENFERMEDAD	10	5.0	11	diabetes			diabetes	diabetes	32415334_ES, 32293714_ES, 32292867_ES, 32637437­_ES, 32589794_ES, 32653960_ES, 32615807B_ES, 32292904_ES, 32292915_ES, 32161941_ES
taquicardia sinusal	ENFERMEDAD	10	5.0	10	taquicardia sinusal	11092001	C0039239	taquicardia sinusal	taquicardia sinusal	32640066_ES, 32399449_ES, 32277408_ES, 32360384_ES, 32637266B_ES, 32584431_ES, 32363351_ES, 32586778_ES, 32423911_ES, 32265235_ES
hipertension arterial	ENFERMEDAD	9	4.5	9	hipertensión arterial			hipertensión arterial	hipertensión arterial	32198834_ES, 32329981_ES, 32557532_ES, 32622483_ES, 32631645_ES, 32638347C_ES, 32399451_ES, 3229222_ES, 32631646_ES
neumonia atipica	ENFERMEDAD	5	2.5	8	neumonía atípico			neumonía atípica	neumonía atípica	32363336_ES, 32360439_ES, 32352487_ES, 32222713_ES, 32292915_ES
nefropatia cronica	ENFERMEDAD	7	3.5	8	nefropatía crónico			nefropatía crónica	nefropatía crónica	32360439-D_ES, 32612465D_ES, 32292867_ES, 32612465B_ES, 32612465C_ES, 32638890_ES, 32292915_ES
hipotiroidismo	ENFERMEDAD	8	4.0	8	hipotiroidismo	40930008	C0020676	hipotiroidismo	hipotiroidismo	32329981_ES, 32638347B_ES, 32637266B_ES, 32363217_ES, 32619736_ES, 32631645_ES, 32402687_ES, 32161941_ES
sindrome de dificultad respiratoria aguda por coronavirus 2	ENFERMEDAD	7	3.5	7	síndrome de dificultad respiratorio agudo por coronavirus 2			síndrome de dificultad respiratoria aguda por coronavirus 2	síndrome de dificultad respiratoria aguda por coronavirus 2	32593478_ES, 32605766_ES, 32623310_ES, 32586778_ES, 32619798_ES, 32631838_ES, 32590725_ES
sdra	ENFERMEDAD	6	3.0	7	sdra			SDRA	sdra	32277408_ES, 32363351_ES, 32399451_ES, 32426200_ES, 32607304_Es, 32222713_ES
obesidad	ENFERMEDAD	7	3.5	7	obesidad	414916001, 5476005	C0028754, C0028754, C0451819, C1563743	obesidad	obesidad	32363336_ES, 32601756_ES, 32267140_ES, 32650881_ES, 32631645_ES, 32553608­B_ES, 32292915_ES
embolia pulmonar	ENFERMEDAD	6	3.0	7	embolia pulmonar	59282003	C0034065	embolia pulmonar	embolia pulmonar	32399449_ES, 32415334_ES, 32267502_ES, 32638347C_ES, 32351657_ES, 32631838_ES
embarazo	ENFERMEDAD	7	3.5	7	embarazo	289908002	C0032961	embarazo	embarazo	32363336_ES, 32637327A_ES, 32363217_ES, 32590725_ES, 32637327B_ES, 32363336-B_ES, 32161941_ES
asma	ENFERMEDAD	6	3.0	7	asma	21341004, 187687003, 195967001	C0004096, C0004096, C0004096, C0085129, C1260881, C1319018	asma	asma	32553608­_A_ES, 32292053_ES, 32073161_ES, 32427774-B_ES, 32553608­B_ES, 32618794_ES
varicela zoster	ENFERMEDAD	6	3.0	6	varicela zóster			varicela zóster	varicela zóster	32563170_ES, 32636116_ES, 32653906_ES, 32554423_ES, 32590204_ES, 32161941_ES
trombosis venosa profunda	ENFERMEDAD	6	3.0	6	trombosis venoso profundo	128053003	C0149871	trombosis venosa profunda	trombosis venosa profunda	32615807A_ES, 32402687_ES, 32399950_ES, 32426200_ES, 32631646_ES, 32402687-B_ES
neumotorax	ENFERMEDAD	5	2.5	6	neumotórax			neumotórax	neumotórax	32222713_ES, 32320556_ES, 32423911_ES, 32317275_ES, 32207255_ES
lesiones cutaneas	ENFERMEDAD	5	2.5	6	lesión cutáneo			lesiones cutáneas	lesiones cutáneas	32294264_ES, 32352487_ES, 32425356_ES, 32584431_ES, 32589314_ES
insuficiencia mitral	ENFERMEDAD	5	2.5	6	insuficiencia mitral	48724000	C0026266	insuficiencia mitral	insuficiencia mitral	32554811_ES, 32427645_ES, 32412848_ES, 32639461_ES, 32631645_ES
hemorragia	ENFERMEDAD	6	3.0	6	hemorragia	131148009, 50960005	C0019080, C0019080	hemorragia	hemorragia	32401344_ES, 32622483_ES, 32583150B_ES, 32590725_ES, 32426200_ES, 32554425_ES
fibrilacion auricular	ENFERMEDAD	5	2.5	6	fibrilación auricular			fibrilación auricular	fibrilación auricular	32329981_ES, 32638347B_ES, 32638347A_ES, 32617223_ES, 32222713_ES
dislipidemia	ENFERMEDAD	6	3.0	6	dislipidemia	370992007	C0242339	dislipidemia	dislipidemia	32292867_ES, 32360439_ES, 32617903A_ES, 32648092A_ES, 32363351_ES, 32648092B_ES
diabetes mellitus de tipo 2	ENFERMEDAD	6	3.0	6	diabetes mellitus de tipo 2	44054006	C0011860	diabetes mellitus de tipo 2	diabetes mellitus de tipo 2	32617903B_ES, 32292867_ES, 32360439-B_ES, 32622819A_ES, 32363351_ES, 32638890_ES
diabetes de tipo 2	ENFERMEDAD	6	3.0	6	diabetes de tipo 2	405751000	C1320657	diabetes de tipo 2	diabetes de tipo 2	32602610_ES, 32329981_ES, 32619736_ES, 32073161_ES, 32618794_ES, 32653960_ES
conjuntivitis	ENFERMEDAD	5	2.5	6	conjuntivitis	9826008	C0009763	conjuntivitis	conjuntivitis	32640066_ES, 32639461_ES, 32417987_ES, 32427161_ES, 32265235_ES
choque septico	ENFERMEDAD	6	3.0	6	choque séptico			choque séptico	choque séptico	32277408_ES, 32622823_ES, 32282871_ES, 32359711_ES, 32617223_ES, 32275347_ES
paro cardiaco	ENFERMEDAD	4	2.0	5	paro cardíaco			paro cardíaco	paro cardíaco	32423738_ES, 32360384_ES, 32615807B_ES, 32615807C_ES
neumonia bilateral	ENFERMEDAD	5	2.5	5	neumonía bilateral			neumonía bilateral	neumonía bilateral	32639089_ES, 32622483_ES, 32282871_ES, 32245909_ES, 32399451_ES
miocarditis aguda	ENFERMEDAD	3	1.5	5	miocarditis agudo	46701001	C0155686	miocarditis aguda	miocarditis aguda	32593338_ES, 32556106_ES, 32616174_ES
leucocitopenia	ENFERMEDAD	4	2.0	5	leucocitopenia			leucocitopenia	leucocitopenia	32318729_ES, 32636116_ES, 32363351_ES, 32639064_ES
insuficiencia respiratoria aguda	ENFERMEDAD	5	2.5	5	insuficiencia respiratorio agudo	111282000	C0865850	insuficiencia respiratoria aguda	insuficiencia respiratoria aguda	32615155_ES, 32619736_ES, 32073161_ES, 32351657_ES, 32402416­_ES
insuficiencia renal aguda	ENFERMEDAD	4	2.0	5	insuficiencia renal agudo	129561000119108, 723189000	C1565662, C3854173	insuficiencia renal aguda	insuficiencia renal aguda	32635747_ES, 32399449_ES, 32586778_ES, 32612435_ES
insuficiencia multiorganica	ENFERMEDAD	5	2.5	5	insuficiencia multiorgánico			insuficiencia multiorgánica	insuficiencia multiorgánica	32277408_ES, 32359711_ES, 32617223_ES, 32619798_ES, 32399950_ES
infeccion bacteriana	ENFERMEDAD	4	2.0	5	infección bacteriano			infección bacteriana	infección bacteriana	32283294_ES, 32423911_ES, 32617223_ES, 32399950_ES
hiperlipidemia	ENFERMEDAD	5	2.5	5	hiperlipidemia	55822004	C0020473	hiperlipidemia	hiperlipidemia	32360439-D_ES, 32360439-B_ES, 32427774_ES, 32637266A_ES, 32427774-B_ES
enfermedad por coronavirus 2019	ENFERMEDAD	5	2.5	5	enfermedad por coronavirus 2019			enfermedad por coronavirus 2019	enfermedad por coronavirus 2019	32639461_ES, 32359711_ES, 32232784_ES, 32609542_ES, 32292915_ES
encefalitis	ENFERMEDAD	5	2.5	5	encefalitis	45170000	C0014038	encefalitis	encefalitis	32283294_ES, 32586676_ES, 32586752_ES, 32607564_ES, 32554425_ES
colitis ulcerosa	ENFERMEDAD	3	1.5	5	colitis ulceroso	64766004	C0009324, C2919828	colitis ulcerosa	colitis ulcerosa	32412848_ES, 32554621_ES, 32245909_ES
arteriopatia coronaria	ENFERMEDAD	5	2.5	5	arteriopatía coronario			arteriopatía coronaria	arteriopatía coronaria	32616174_ES, 32267502_ES, 32612465A_ES, 32622819A_ES, 32222713_ES
anemia normocitica	ENFERMEDAD	5	2.5	5	anemia normocítico			anemia normocítica	anemia normocítica	32639461_ES, 32318729_ES, 32401344_ES, 32554425_ES, 32265235_ES
tromboembolia pulmonar	ENFERMEDAD	4	2.0	4	tromboembolia pulmonar	233935004	C0524702	tromboembolia pulmonar	tromboembolia pulmonar	32639089_ES, 32402687_ES, 32586778_ES, 32402687-B_ES
tabaquismo	ENFERMEDAD	4	2.0	4	tabaquismo	89765005, 266918002	C0040332, C0040336, C0425291, C1306274	tabaquismo	tabaquismo	32601756_ES, 32277408_ES, 32399450_ES, 32611659_ES
sdra grave	ENFERMEDAD	4	2.0	4	sdra grave			SDRA grave	sdra grave	32612465B_ES, 32360384_ES, 32426200_ES, 32292915_ES
psoriasis	ENFERMEDAD	1	0.5	4	psoriasis	9014002	C0033860	psoriasis	psoriasis	32294258_ES
paralisis facial	ENFERMEDAD	2	1.0	4	parálisis facial			parálisis facial	parálisis facial	32360439-B_ES, 32399950_ES
opacidades de vidrio esmerilado en ambos pulmones	ENFERMEDAD	4	2.0	4	opacidad de vidrio esmerilar en ambos pulmón			opacidades de vidrio esmerilado en ambos pulmones	opacidades de vidrio esmerilado en ambos pulmones	32601756_ES, 32282027_ES, 32201125_ES, 32246917_ES
miocarditis	ENFERMEDAD	3	1.5	4	miocarditis	50920009	C0027059	miocarditis	miocarditis	32554811_ES, 3229222_ES, 32267502_ES
lesiones pulmonares	ENFERMEDAD	4	2.0	4	lesión pulmonar			lesiones pulmonares	lesiones pulmonares	32277408_ES, 32073161_ES, 32207255_ES, 32208010_ES
intoxicacion por litio	ENFERMEDAD	2	1.0	4	intoxicación por litio			intoxicación por litio	intoxicación por litio	32637266B_ES, 32637266A_ES
insuficiencia respiratoria hipoxemica	ENFERMEDAD	4	2.0	4	insuficiencia respiratorio hipoxémica			insuficiencia respiratoria hipoxémica	insuficiencia respiratoria hipoxémica	32593478_ES, 32622819B_ES, 32412848_ES, 32360439_ES
insuficiencia respiratoria grave	ENFERMEDAD	4	2.0	4	insuficiencia respiratorio grave	409623005, 51395007, 297107002	C0035229, C0035229, C0035229	insuficiencia respiratoria grave	insuficiencia respiratoria grave	32215898_ES, 32399449_ES, 32648092A_ES, 32399451_ES
insuficiencia renal cronica	ENFERMEDAD	4	2.0	4	insuficiencia renal crónico			insuficiencia renal crónica	insuficiencia renal crónica	32352486_ES, 32617903A_ES, 32615807B_ES, 32638347A_ES
insuficiencia renal	ENFERMEDAD	4	2.0	4	insuficiencia renal	723188008	C0035078	insuficiencia renal	insuficiencia renal	32622819B_ES, 32650881_ES, 32427645_ES, 32292904_ES
insomnio	ENFERMEDAD	3	1.5	4	insomnio	193462001, 62577008, 270478005	C0424566, C0917801, C0917801, C0917801	insomnio	insomnio	32605766_ES, 32293714_ES, 32399450_ES
infeccion virica	ENFERMEDAD	4	2.0	4	infección vírico			infección vírica	infección vírica	32640066_ES, 32615155_ES, 32265235_ES, 32222713_ES
hipoxemia grave	ENFERMEDAD	4	2.0	4	hipoxemia grave			hipoxemia grave	hipoxemia grave	32275347_ES, 32360384_ES, 32207255_ES, 32554425_ES
hiponatremia	ENFERMEDAD	4	2.0	4	hiponatremia	89627008	C0020625, C1971019	hiponatremia	hiponatremia	32640066_ES, 32265235_ES, 32635747_ES, 32198834_ES
hepatomegalia	ENFERMEDAD	3	1.5	4	hepatomegalia	80515008	C0019209	hepatomegalia	hepatomegalia	32427645_ES, 32636116_ES, 32292053_ES
estado epileptico	ENFERMEDAD	3	1.5	4	estado epiléptico			estado epiléptico	estado epiléptico	32586676_ES, 32589794_ES, 32590204_ES
deshidratacion	ENFERMEDAD	4	2.0	4	deshidratación			deshidratación	deshidratación	32640066_ES, 32399449_ES, 32638347B_ES, 32198834_ES
anemia	ENFERMEDAD	4	2.0	4	anemia	64593003, 271737000	C0002871, C0002871, C0221395, C1510654, C1510654	anemia	anemia	32427161_ES, 32292867_ES, 32584431_ES, 32590725_ES
suicidio	ENFERMEDAD	1	0.5	3	suicidio	44301001	C0038661	suicidio	suicidio	32593478_ES
sobreinfeccion	ENFERMEDAD	3	1.5	3	sobreinfección			sobreinfección	sobreinfección	32638347A_ES, 32277408_ES, 32222713_ES
sindrome respiratorio agudo grave	ENFERMEDAD	3	1.5	3	síndrome respiratorio agudo grave			síndrome respiratorio agudo grave	síndrome respiratorio agudo grave	32266524_ES, 32292915_ES, 32269194_ES
sindrome inflamatorio	ENFERMEDAD	3	1.5	3	síndrome inflamatorio			síndrome inflamatorio	síndrome inflamatorio	32638347C_ES, 32638347B_ES, 32554425_ES
sindrome de guillainbarre	ENFERMEDAD	3	1.5	3	síndrome de guillainbarré			síndrome de Guillain-Barré	síndrome de guillainbarré	32359804_ES, 32619798_ES, 32246917_ES
preeclampsia	ENFERMEDAD	2	1.0	3	preeclampsia	398254007, 6758009	C0032914, C0032914	preeclampsia	preeclampsia	32554811_ES, 32363336_ES
parto vaginal	ENFERMEDAD	2	1.0	3	parto vaginal			parto vaginal	parto vaginal	32363336-B_ES, 32590725_ES
parto	ENFERMEDAD	3	1.5	3	partir	66348005	C1148523	parto	parto	32614251_ES, 32292867_ES, 32590725_ES
pancitopenia	ENFERMEDAD	1	0.5	3	pancitopenia	127034005	C0030312	pancitopenia	pancitopenia	32615155_ES
neumonia grave por covid19	ENFERMEDAD	2	1.0	3	neumonía grave por covid19			neumonía grave por Covid-19	neumonía grave por covid19	32208010_ES, 32631838_ES
neumonia extrahospitalaria	ENFERMEDAD	3	1.5	3	neumonía extrahospitalario			neumonía extrahospitalaria	neumonía extrahospitalaria	32639064_ES, 32611659_ES, 32198834_ES
nefropatia	ENFERMEDAD	2	1.0	3	nefropatía			nefropatía	nefropatía	32640066_ES, 32292867_ES
miopericarditis aguda	ENFERMEDAD	2	1.0	3	miopericarditis agudo	11176009	C0265132	miopericarditis aguda	miopericarditis aguda	32607304_Es, 32584431_ES
linfoadenopatia mediastinica	ENFERMEDAD	2	1.0	3	linfoadenopatía mediastínico			linfoadenopatía mediastínica	linfoadenopatía mediastínica	32606044_ES, 32278585_ES
linfoadenopatia	ENFERMEDAD	3	1.5	3	linfoadenopatía			linfoadenopatía	linfoadenopatía	32640066_ES, 32593338_ES, 32265235_ES
lesion miocardica	ENFERMEDAD	2	1.0	3	lesión miocárdico			lesión miocárdica	lesión miocárdica	32650881_ES, 32292915_ES
insuficiencia respiratoria hipoxemica aguda	ENFERMEDAD	3	1.5	3	insuficiencia respiratorio hipoxémica agudo			insuficiencia respiratoria hipoxémica aguda	insuficiencia respiratoria hipoxémica aguda	32637266A_ES, 32637437­_ES, 32592761_ES
insuficiencia cardiaca	ENFERMEDAD	4	2.0	3	insuficiencia cardíaco	84114007	C0018801, C1959583	insuficiencia cardíaca	insuficiencia cardíaca	32638347A_ES, 32616174_ES, 32423738_ES, 32635747_ES
infecciones	ENFERMEDAD	3	1.5	3	infección			infecciones	infecciones	32318729_ES, 32292915_ES, 32161941_ES
infeccion pulmonar	ENFERMEDAD	3	1.5	3	infección pulmonar			infección pulmonar	infección pulmonar	32293714_ES, 32292053_ES, 32174057_ES
infarto agudo	ENFERMEDAD	3	1.5	3	infarto agudo	55470003	C0333548	infarto agudo	infarto agudo	32360439_ES, 32360439-B_ES, 32426200_ES
ictus isquemico	ENFERMEDAD	3	1.5	3	ictus isquémico			ictus isquémico	ictus isquémico	32648092B_ES, 32424482_ES, 32586778_ES
ictus	ENFERMEDAD	3	1.5	3	ictus			ictus	ictus	32360439-D_ES, 32360439-C_ES, 32651243_ES
hipoalbuminemia	ENFERMEDAD	3	1.5	3	hipoalbuminemia	119247004	C0239981	hipoalbuminemia	hipoalbuminemia	32589931_ES, 32554621_ES, 32265235_ES
hipernatremia	ENFERMEDAD	3	1.5	3	hipernatremia	771115008, 39355002	C0020488, C0020488	hipernatremia	hipernatremia	32620682_ES, 32426200_ES, 32638347B_ES
gastroenteritis virica	ENFERMEDAD	2	1.0	3	gastroenteritis vírico			gastroenteritis vírica	gastroenteritis vírica	32222713_ES, 32198834_ES
esclerosis multiple	ENFERMEDAD	2	1.0	3	esclerosis múltiple			esclerosis múltiple	esclerosis múltiple	32644205_ES, 32612465D_ES
encefalopatia	ENFERMEDAD	2	1.0	3	encefalopatía			encefalopatía	encefalopatía	32426200_ES, 32586752_ES
dilatacion del ventriculo	ENFERMEDAD	3	1.5	3	dilatación de+el ventrículo			dilatación del ventrículo	dilatación del ventrículo	32616174_ES, 32277408_ES, 32275347_ES
diabetes tipo 2	ENFERMEDAD	3	1.5	3	diabetes tipo 2			diabetes tipo 2	diabetes tipo 2	32352486_ES, 32586778_ES, 32267461_ES
cardiomiopatia isquemica	ENFERMEDAD	2	1.0	3	cardiomiopatía isquémico			cardiomiopatía isquémica	cardiomiopatía isquémica	32292915_ES, 32222713_ES
cardiomiopatia de esfuerzo	ENFERMEDAD	1	0.5	3	cardiomiopatía de esfuerzo			cardiomiopatía de esfuerzo	cardiomiopatía de esfuerzo	32363351_ES
cardiomegalia	ENFERMEDAD	3	1.5	3	cardiomegalia	8186001	C0018800, C1383860, C2733397	cardiomegalia	cardiomegalia	32607304_Es, 32282027_ES, 32636116_ES
bronquiectasia	ENFERMEDAD	2	1.0	3	bronquiectasia	12295008	C0006267	bronquiectasia	bronquiectasia	32553608­_A_ES, 32553608­B_ES
artritis reumatoide	ENFERMEDAD	2	1.0	3	artritis reumatoide	69896004	C0003873	artritis reumatoide	artritis reumatoide	32638347C_ES, 32359804_ES
arritmias	ENFERMEDAD	3	1.5	3	arritmia	53488008	C0003811	arritmias	arritmias	32360439-D_ES, 32638347C_ES, 32360439-B_ES
TVP	ENFERMEDAD	2	1.0	3	TVP			TVP	TVP	32631646_ES, 32399449-B_ES
vinc	ENFERMEDAD	1	0.5	2	vinc			VINC	vinc	32616174_ES
vasculitis	ENFERMEDAD	2	1.0	2	vasculitis	31996006	C0042384	vasculitis	vasculitis	32585767_ES, 32622819B_ES
urticaria	ENFERMEDAD	2	1.0	2	urticaria	64305001, 126485001	C0042109, C0042109, C0221232	urticaria	urticaria	32294273_ES, 32641443_ES
tuberculosis	ENFERMEDAD	2	1.0	2	tuberculosis	56717001	C0041296	tuberculosis	tuberculosis	32609542_ES, 32174057_ES
trombosis venosa	ENFERMEDAD	2	1.0	2	trombosis venoso	111293003	C0042487	trombosis venosa	trombosis venosa	32399449_ES, 32399449-B_ES
trombofilia	ENFERMEDAD	2	1.0	2	trombofilia	234467004	C0398623	trombofilia	trombofilia	32399449-B_ES, 32402687-B_ES
trombocitosis	ENFERMEDAD	2	1.0	2	trombocitosis	415115007, 6631009	C0836924, C0857460, C0836924, C0857460	trombocitosis	trombocitosis	32618794_ES, 32353183-B_ES
trastorno psicotico	ENFERMEDAD	2	1.0	2	trastorno psicótico			trastorno psicótico	trastorno psicótico	32593478_ES, 32639089_ES
taquicardia ventricular	ENFERMEDAD	2	1.0	2	taquicardia ventricular	25569003	C0042514	taquicardia ventricular	taquicardia ventricular	32329981_ES, 32292915_ES
taquicardia fetal	ENFERMEDAD	2	1.0	2	taquicardia fetal	240298005	C0410918	taquicardia fetal	taquicardia fetal	32363336_ES, 32590725_ES
sobrepeso	ENFERMEDAD	2	1.0	2	sobrepeso	238131007	C0497406	sobrepeso	sobrepeso	32589931_ES, 32619736_ES
sobreinfecciones bacterianas	ENFERMEDAD	2	1.0	2	sobreinfección bacteriano			sobreinfecciones bacterianas	sobreinfecciones bacterianas	32606105_ES, 32631838_ES
sobreinfecciones	ENFERMEDAD	2	1.0	2	sobreinfección			sobreinfecciones	sobreinfecciones	32085846_ES, 32282871_ES
sindrome respiratorio agudo grave por coronavirus 2	ENFERMEDAD	2	1.0	2	síndrome respiratorio agudo grave por coronavirus 2			síndrome respiratorio agudo grave por coronavirus 2	síndrome respiratorio agudo grave por coronavirus 2	32250095_ES, 32320556_ES
sindrome mixto	ENFERMEDAD	2	1.0	2	síndrome mixto			síndrome mixto	síndrome mixto	32553608­_A_ES, 32553608­B_ES
